Priority,Type,Topic,SubTopic,Index,Question,Answer,Number,Personal
,Factoid,Nations of the World,Serbia,1042,the nation USSR split with in 1948,Yugoslavia,Singular,No
,Factoid,Nations of the World,Serbia,1043,the first commie leader to officially meet with a Pope,Tito--JP2 in 1971,Singular,Yes
,Factoid,Nations of the World,Serbia,1044,the Yugoslav/Serbian strongman of the 90's,Slobodan Milosevic,Singular,Yes
,Factoid,Nations of the World,Serbia,1045,the nation of SKS SKJ & SPS,Serbia,Singular,No
,Factoid,Nations of the World,Serbia,1046,the city that Milosevic died in,The Hague,Singular,No
,Factoid,Nations of the World,Serbia,1047,the now-nation of Tesla's birthplace,Croatia,Singular,No
,Factoid,Nations of the World,Serbia,1048,the 2 famous ethnic Serbs from Croatia who came to America,Tesla & Stana Katic,Plural,Yes
,Factoid,Nations of the World,Serbia,1049,the stage name of Harris Milstead,Divine,Singular,No
,Factoid,Nations of the World,Serbia,1050,the first ethnic Serb to win an Oscar,Karl Malden real name Mladen Sekulovich 1912-2009,Singular,Yes
,Factoid,Nations of the World,Serbia,1051,the movie that Karl Malden won his Oscar for,A Streetcar Named Desire 1951,Singular,No
,Factoid,Nations of the World,Serbia,1052,the actress born Suzana Drobnjakovic,Sasha Alexander,Singular,Yes
,Factoid,Nations of the World,Serbia,1053,the 1989-96 Laker of Serb descent,Vlade Divac,Singular,Yes
,Factoid,Nations of the World,Serbia,1054,the first non-US born to notch 1000 NBA games,Vlade Divac (Serb),Singular,Yes
,Factoid,Nations of the World,Serbia,1055,Vlade Divac's height,"7' 1""",Singular,No
,Factoid,Nations of the World,Serbia,1056,Vlade Divac's position,Center,Singular,No
,Factoid,Nations of the World,Serbia,1057,the Serb GOAT who's been playing since 2015 for Denver,Nikola Jokic,Singular,Yes
,Factoid,Nations of the World,Serbia,1058,Nikola Jokic's height,"6' 11""",Singular,No
,Factoid,Nations of the World,Serbia,1059,the 2023 NBA final MVP considered the greatest Draft Steal in history,Nikola Jokic,Singular,Yes
,Factoid,Nations of the World,Serbia,1060,the NBA player with the record fastest triple double,Nikola Jokic,Singular,Yes
,Factoid,Nations of the World,Serbia,1061,the only NBA player to achieve 30 points 20 assists and 20 rebounds,Nikola Jokic,Singular,Yes
,Factoid,Nations of the World,Serbia,1062,the Serbian Christmas bread/cake with a coin hidden inside,Cesnica,Singular,No
,Factoid,Nations of the World,Serbia,1063,the Balkan relish/condiment/side made from peppers and eggplant,Ajvar,Singular,No
,Factoid,Nations of the World,Serbia,1064,the vegetable in a Serbian wedding stew,cabbage,Singular,No
,Factoid,Nations of the World,Serbia,1065,Serbia's first legal/official distillery of Rakija,Bojkovchanko,Singular,No
,Factoid,Nations of the World,Serbia,1066,the plum brandy that's Serbia's national drink,Slivovitz,Singular,No
,Factoid,Nations of the World,Serbia,1067,the Serbian fur hat,Shubara,Singular,No
,Factoid,Nations of the World,Serbia,1068,the number of Winter Olympics medals Serbia has,0,Singular,No
,Factoid,Nations of the World,Serbia,1069,Serbia's Summer Olympics medal performance,9 Gold / 29 Total ; Water Polo and TKD mostly,Singular,No
,Factoid,Nations of the World,Serbia,1070,Serbia's recent #1 in Women's Tennis fl. 2008,Jelena Jankovic,Singular,Yes
,Factoid,Nations of the World,Serbia,1071,Serbia's recent Tennis GOAT,Novak Djokovic,Singular,Yes
,Factoid,Nations of the World,Serbia,1072,the year Serbia won Eurovision,2007 with Molitva by Marija Serifovic,Singular,No
,Factoid,Nations of the World,Serbia,1073,the most well-known Serbian instrument,Gusle / Lahuta,Singular,No
,Factoid,Nations of the World,Serbia,1074,the Serbian banjo/fiddle with 1 string for epic poetry,Gusle / Lahuta,Singular,No
,Factoid,Nations of the World,Serbia,1075,Serbia's famous folk circle dance,Kolo,Singular,No
,Factoid,Nations of the World,Serbia,1076,Serbia's trademark pottery,Zlakusa,Singular,No
,Factoid,Nations of the World,Serbia,1077,"Serbia's southern town known for ""naïve art""",Kovachica,Singular,No
,Factoid,Nations of the World,Serbia,1078,the father of Serbian Music,Stevan Mokranjac,Singular,Yes
,Factoid,Nations of the World,Serbia,1079,the Serbian nationalist music genre of the 90's,Turbo Folk,Singular,No
,Factoid,Nations of the World,Serbia,1080,the Serbian Music festival that started as Milosevic protests,EXIT music festival,Singular,No
,Factoid,Nations of the World,Serbia,1081,the country with a 3-finger salute,Serbia,Singular,No
,Factoid,Nations of the World,Serbia,1082,the Serbian riverboat clubs,Splavs,Plural,No
,Factoid,Nations of the World,Serbia,1083,Serbia's not at all pagan annual veneration of the family's patron saint,Slava,Singular,No
,Factoid,Nations of the World,Serbia,1084,"the meaning of the Serbian term ""Hussar""",Highwayman,Singular,No
,Factoid,Nations of the World,Serbia,1085,the 2 fruits Serbia is #3 globally in,Raspberries and Plums,Plural,No
,Factoid,Nations of the World,Serbia,1086,the Serbian car company that made the Yugo,"Zastava meaning ""Flag""",Singular,No
,Factoid,Nations of the World,Serbia,1087,the number of Serbian Nobel Laureates,0,Singular,No
,Factoid,Nations of the World,Serbia,1088,the Balkan nationality with their own spruce,The Serbian Spruce,Singular,No
,Factoid,Nations of the World,Serbia,1089,the slogan mythologized in the Serbian Cross,"""Only Unity saves the Serbs""",Singular,No
,,Nations of the World,Serbia,,the name of Tito's resistance gang,The Yugoslav Partisans,,
,Factoid,,,1090,the only of Tennis' Big 4 canceled due to Covid,Wimbledon,Singular,No
,Factoid,,,1091,"the ""Natural State""",AR,Singular,No
,Factoid,,,1092,the familiarly-named recent head B-Ball coach of UVA,Tony Bennett,Singular,Yes
,Factoid,,,1093,the NFL team with hypocycloids in its logo,the Steelers,Singular,No
,Factoid,,,1094,the record holder for most posthumous Grammy's in 1 night,Ray Charles (5),Singular,Yes
,Factoid,,,1095,the father of Pegasus,Poseidon,Singular,No
,Factoid,,,1096,the nation that future POTUS Taft was Governor of 1901-03,The Philippines,Singular,No
,Factoid,,,1097,the first group honored as SI's Sportsman of the Year,1980 US Men's Olympic Hockey Team,Singular,No
,Factoid,,,1098,the best-known American women in 1945 per Fortune,Eleanor Roosevelt & Betty Crocker,Plural,Yes
,Factoid,,,1099,the nations separated by the UK's dictated Durand Line,Afghanistan & Pakistan,Plural,No
,Factoid,,,1100,the 21st Century TV show that was 4/4 on Outstanding Drama in its first 4 seasons,Mad Men,Singular,No
,Factoid,,,1101,the fictional city that's the setting for Bioshock,Rapture,Singular,No
,Factoid,,,1102,the AFI line spoken by 6-70 Heather O'Rourke,They're Here,Singular,No
,Factoid,,,1103,the French-derived word for a substitute commander,Lieutenant,Singular,No
,Factoid,,,1104,the Nevada city that the Comstock Lode was discovered in in 1859,Virginia,Singular,No
,Factoid,,,1105,the female athlete on the cover of Time SI and Newsweek simultaneously in 1999,Brandi Chastain,Singular,Yes
,Factoid,,,1106,"the animal scientifically the ""Geococcyx californianus""",roadrunner,Singular,No
,Factoid,,,1107,the viscous fluid that lubricates some joints,synovial,Singular,No
,Factoid,,,1108,the Asian region named for its 'Five Waters',Punjab,Singular,No
,Factoid,,,1109,the term for the OK Sooners - OK State Cowboys rivalry,Bedlam,Singular,No
,Factoid,,,1110,the canonical first name of Mrs Butterworth,Joy,Singular,No
,Factoid,,,1111,"the only Raider to score TD's through Rushing, Receiving, Punt returning, & Kick returning",ND alum Tim Brown,Singular,Yes
,Factoid,,,1112,the musician who cameod in the 3 Nielsen Naked Gun films,Weird Al,Singular,Yes
,Factoid,,,1113,the eponymous device for measuring a golf course putting green speed,Stimpmeter,Singular,No
,Factoid,,,1114,the one-named Japanese violinist that's also a melon liqueur,Midori,Singular,Yes
,Factoid,,,1115,the swimsuit-model turned highest-paid-actress on US TV,Sofia Vergara,Singular,Yes
,Factoid,,,1116,the voice of Goldfinger portrayed onscreen by Gert Frobe,Michael Collins,Singular,Yes
,Factoid,,,1117,the film character loosely based on Geoffrey Bowers,Andy Beckett from Philadelphia,Singular,Yes
,Factoid,,,1118,the only duo on AFI's Villains list,Bonnie & Clyde,Singular,Yes
,Factoid,,,1119,the R&R HOF lifetime achievement award namesake,Ahmet Ertegun,Singular,Yes
,Factoid,,,1120,drummer Ilan Rubin's one-man-band,The New Regime,Singular,No
4,Factoid,,,1121,the drummer of NIN and Paramore who's the youngest RARHOF inductee,Ilan Rubin,Singular,Yes
3,Factoid,,,1122,the nickname for Amy Beach's first Symphony,Gaelic,Singular,No
3,Factoid,,,1123,the herbal non-tea infusions,Tisane,Singular,No
3,Factoid,,,1124,Aniston's haircare brand,Lolavie,Singular,No
3,Factoid,,,1125,Kate Hudson's sportswear brand,Fabletics,Singular,No
3,Factoid,,,1126,Selena Gomez's beauty brand,Rare Beauty,Singular,No
4,Factoid,,,1127,the Canadian Cirque du Soleil mogul,Guy La Libertee,Singular,Yes
4,Factoid,,,1128,the 1997 Peter Fonda beekeeper film,Ulee's Gold,Singular,No
4,Factoid,,,1129,Vegas' EDM festival,Electric Daisy Carnival,Singular,No
4,Factoid,,,1130,the chess scenario where you'd rather pass because every options worsens your position,Zugzwang,Singular,No
4,Factoid,,,1131,the 1902 British telegraph line around the world,the All Red Line,Singular,No
,Factoid,,,1132,Samoset's tribe,Abenaki,Singular,No
,Factoid,,,1133,Squanto's tribe,Patuxet,Singular,No
3,Factoid,,,1134,the tribe from Thanksgiving,Wampanoag,Singular,No
,Factoid,,,1135,the birthplace of Nikola Tesla,Smiljan,Singular,No
,Factoid,,,1136,the deceased Smash Mouth frontman,Steve Harwell,Singular,Yes
,Factoid,,,1137,the deceased Fountains of Wayne singer,Chris Collingwood,Singular,Yes
,Factoid,,,1138,the singer born in Hoboken,Sinatra,Singular,Yes
,Factoid,,,1139,the singer born in Perth Amboy NJ,JBJ,Singular,Yes
,Factoid,,,1140,the singer born in Long Branch NJ,Springsteen,Singular,Yes
,Factoid,,,1141,"the pedestrian street in Vegas you ""experience""",Fremont,Singular,No
,Factoid,,,1142,the Vegas hotel where Elvis did shows,"the International, then the Vegas Hilton, finally renamed the Westgate",Singular,No
,Factoid,,,1143,the director of Showgirls 1995,Paul Voerhoeven,Singular,Yes
3,Factoid,,,1144,the tech showcase in Vegas,Consumer Electronics Show,Singular,No
,Factoid,,,1145,the mayor dynasty in Vegas,Goodman,Singular,No
,Factoid,,,1146,the Vegas hotel Elton John did shows in,Caesar's Palace,Singular,No
3,Factoid,,,1147,the author of The Natural,Bernard Malamud,Singular,Yes
3,Factoid,,,1148,the guy nicknamed Mr Las Vegas,Wayne Newton,Singular,Yes
4,Factoid,,,1149,the resident that Club Rio became 3121 for,Prince,Singular,Yes
2,Factoid,,,1150,Prince's estate,Paisley Park,Singular,No
,Factoid,,,1151,the Swedish author of Beartown and A Man Called Ove,Backman,Singular,Yes
,Factoid,,,1152,the guy who spent the most time in Antarctica,Blaiklock,Singular,Yes
,Factoid,,,1153,the white guy who died of AIDS,Ryan White,Singular,Yes
,Factoid,,,1154,Goldwater's running mate,William Miller,Singular,Yes
,Factoid,,,1155,the site of RFK's killing,Ambassador Hotel (in the kitchen) (with a handgun),Singular,No
,Factoid,,,1156,the 1968 DNC venue,the International Amphitheatre,Singular,No
3,Factoid,,,1157,the Chicago mayor in 1968,Richard J Daley,Singular,Yes
3,Factoid,,,1158,"the writer who coined ""international""",Jeremy Bentham,Singular,Yes
4,Factoid,,,1159,"the guy who called Hubert Horatio Humphrey ""Hornblower"" in 1980",Carter,Singular,Yes
3,Factoid,,,1160,the RNC 1968 city,Miami,Singular,No
3,Factoid,,,1161,the city where the 2028 RNC will be,Houston,Singular,No
3,Factoid,,,1162,the protégé of J N Garner and mentor of LBJ,Sam Rayburn,Singular,Yes
,Factoid,,,1163,Perot's running mate in 1992,Stockdale,Singular,Yes
2,Factoid,,,1164,Ralph Nader's running mate,Winona LaDuke,Singular,Yes
2,Factoid,,,1165,the Yippie leader,Abby Hoffman,Singular,Yes
,Factoid,,,1166,the Solomons' island named for a President,Kennedy (Plum Pudding) Island,Singular,No
,Factoid,,,1167,Jodie Foster's first name,Alicia,Singular,No
,Factoid,,,1168,the countries Caroline Kennedy was ambassador to,Japan; AUS,Plural,No
,Factoid,,,1169,the South Vietnam program centered around individual towns,Strategic Hamlet Program,Singular,No
3,Factoid,,,1170,Bahia de los Cochinos,Bay of Pigs,Singular,No
2,Factoid,,,1171,the Jamaican Bay,Montego,Singular,No
,Factoid,,,1172,the Cuban terrorism operation,Operation Mongoose,Singular,No
2,Factoid,,,1173,the Grenada operation,Urgent Fury,Singular,No
2,Factoid,,,1174,the Panama operation,Just Cause (form. Blue Spoon),Singular,No
,Factoid,,,1175,the Kennedy MA place,Hyannis Port,Singular,No
2,Factoid,,,1176,Nixon's chief of staff,H R Haldeman,Singular,Yes
,Factoid,,,1177,Nixon's domestic affairs aid,Ehrlichman,Singular,Yes
,Factoid,,,1178,the 1988 commercial criminal,Willie Horton,Singular,Yes
,Factoid,,,1179,the Tigers DH 1968-80,"Willie Horton, the other one",Singular,Yes
,Factoid,,,1180,the city where HHH denounced the Vietnamese bombing,Salt Lake City,Singular,No
,Factoid,,,1181,the Russian city where the Volga meets the Caspian,Astrakhan,Singular,No
,Factoid,,,1182,the British military establishment,Sandhurst,Singular,No
5,Factoid,,,1183,the British naval intelligence nexus,Chatham High Street,Singular,No
,Factoid,,,1184,"the final American offensive in Vietnam, 1972",Operation Linebacker II / the Xmas bombing,Singular,No
3,Factoid,,,1185,Wallace's running mate who inspired Buck Turgidson,Curtis LeMay,Singular,Yes
,Factoid,,,1186,George Wallace's mistress,Ja-Neen Welch,Singular,Yes
2,Factoid,,,1187,the news show born of Iran hostages,ABC's Nightline,Singular,No
,Factoid,,,1188,George Wallace's wife,Lurleen,Singular,Yes
3,Factoid,,,1189,Jeff Davis' First Lady,Varina Howell,Singular,Yes
3,Factoid,,,1190,the President whose daughter Jeff Davis married,Zachary Taylor (Sarah),Singular,Yes
3,Factoid,,,1191,Jeff Davis' birth and death states,Kentucky & NoLA,Plural,No
2,Factoid,,,1192,Jeff Davis' estate,Beauvoir,Singular,No
2,Factoid,,,1193,Faulkner's estate,Rowanoke,Singular,No
,Factoid,,,1194,J Edgar Hoover's BFF,Clyde Tolson,Singular,Yes
,Factoid,,,1195,the private citizen for whom the USA had the first Day of Mourning,MLK,Singular,Yes
2,Factoid,,,1196,the binding of Isaac mountain,Moriah,Singular,No
2,Factoid,,,1197,the Ten Commandments mountain,Sinai,Singular,No
3,Factoid,,,1198,the Jerusalem mountain,Zion,Singular,No
3,Factoid,,,1199,the little garden Jerusalem mountain,Olivet,Singular,No
2,Factoid,,,1200,the name for a mountain that probably just also means Sinai,Horeb,Singular,No
3,Factoid,,,1201,the Israeli city maybe named for Peter … or Caiaphas,Haifa,Singular,No
3,Factoid,,,1202,"the ""mountaintop"" from which Moses has seen the Promised Land",Nebo,Singular,No
3,Factoid,,,1203,the near-Haifa mountain where Elijah bests the prophets of Baal,Carmel,Singular,No
3,Factoid,,,1204,the Galilee mountain where Jesus transfigures,Tabor,Singular,No
,Factoid,,,1205,the Lorraine Motel's King-Abernathy suite room number,306,Singular,No
,Factoid,,,1206,the Watergate floor,Sixth,Singular,No
,Factoid,,,1207,the nonsense word from The Simple Life,Sanasa,Singular,No
,Factoid,,,1208,the guy who went by the pseudonym Eric Stavro Galt,James Earl Ray,Singular,Yes
4,Factoid,,,1209,the Our American Cousin playwright,Tom Taylor,Singular,Yes
,Factoid,Old Norse,,1210,"the term from Old Norse for ""roof beam"" or ""lashed together""",raft/rafter,Singular,No
,Factoid,Old Norse,,1211,"the term from Old Norse for ""be in good health""",wassail,Singular,No
,Factoid,Old Norse,,1212,"the term from Old Norse for ""to search/pillage a house""",ransack,Singular,No
,Factoid,Old Norse,,1213,"the term from Old Norse for ""old tale""",saga,Singular,No
,Factoid,Old Norse,,1214,"the term from Old Norse for ""grandmother""",edda,Singular,No
,Factoid,Old Norse,,1215,"the term from Old Norse for ""a turning""",week,Singular,No
,Factoid,Old Norse,,1216,"the term from Old Norse for ""shriek"" of weather",squall,Singular,No
,Factoid,Old Norse,,1217,"the term from Old Norse for ""cloud""",sky,Singular,No
,Factoid,Old Norse,,1218,"the term from Old Norse for ""healthy""",hail,Singular,No
,Factoid,Old Norse,,1219,"the term from Old Norse for ""wind eye"", Vindauga",window,Singular,No
,Factoid,Old Norse,,1220,"the term from Old Norse for ""demon""",troll,Singular,No
,Factoid,Old Norse,,1221,"the term from Old Norse for ""turned the wrong way""",awkward,Singular,No
,Factoid,Old Norse,,1222,"the term from Old Norse for ""secret""",rune,Singular,No
,Factoid,Old Norse,,1223,"the term from Old Norse for ""a tired mare""",jaded,Singular,No
,Factoid,Old Norse,,1224,"the term from Old Norse for ""to shoot""",skeet,Singular,No
,Factoid,Old Norse,,1225,"the term from Old Norse for ""twenty""",score,Singular,No
,Factoid,Old Norse,,1226,"the term from Old Norse for ""dung""",muck,Singular,No
,Factoid,Old Norse,,1227,"the term from Old Norse for ""sticks of wood""",skis,Singular,No
,Factoid,Old Norse,,1228,"the term from Old Norse for ""bowl""",Skol (the Swedish word to toast someone),Singular,No
,Factoid,Old Norse,,1229,"the term from Old Norse for ""fold of a gathered skirt""",kilt,Singular,No
,Factoid,Old Norse,,1230,"the term from Old Norse for ""small hut""",dovecote,Singular,No
,Factoid,Old Norse,,1231,"the term from Old Norse for ""gush""",gaiser,Singular,No
,Factoid,Old Norse,,1232,"the term from Old Norse for ""inlet"" of the sea",fjord,Singular,No
,Factoid,Old Norse,,1233,"the term from Old Norse for ""to grin scornfully""",gloat,Singular,No
,Factoid,Old Norse,,1234,"the term from Old Norse for ""manager""",ombudsman,Singular,No
,Factoid,Old Norse,,1235,"the term from Old Norse for ""dweller/master of the house""",husband,Singular,No
,Factoid,Old Norse,,1236,"the term from Old Norse for ""to bathe""",bask,Singular,No
,Factoid,Old Norse,,1237,"the term from Old Norse for ""having one's eyes closed""",blunder,Singular,No
,Factoid,Old Norse,,1238,"the term from Old Norse for ""ursine pelts""",berserk,Singular,No
,Factoid,Old Norse,,1239,"the term from Old Norse for ""to brag""",carp,Singular,No
,Factoid,Old Norse,,1240,"the term from Old Norse for ""corpse whale""",narwhal,Singular,No
,Factoid,Old Norse,,1241,"the term from Old Norse for ""choosers of the slain""",Valkyrie,Singular,No
,Factoid,Old Norse,,1242,"the term from Old Norse for ""sheep islands""",Faroe Islands,Singular,No
,Factoid,Old Norse,,1243,"the term from Old Norse for ""doom of the gods""",Ragnarok,Singular,No
,Factoid,Old Norse,,1244,"the term from Old Norse for ""to creep through""",smuggle,Singular,No
,Factoid,,,1245,the tree that is 'iliahi in Hawaiian,Sandalwood,Singular,No
,Factoid,,,1246,the city formerly Hughesovka and Stalino,"Donetsk, UKR",Singular,No
,Factoid,,,1247,the city formerly Sverdlovsk,Yekaterinburg,Singular,No
,Factoid,,,1248,the harmless and long-lived nominal head of the USSR 1919-46,Mikhail Kalinin,Singular,Yes
,Factoid,,,1249,the Bolshevik whose untimely death cleared the way for Stalin,Yakov Sverdlov,Singular,Yes
,Factoid,,,1250,the Soviet propagandist,Zhdanov,Singular,Yes
,Factoid,,,1251,the Soviet NKVD inventor of slanted floors who got disappeared from photos,Yezhov,Singular,Yes
,Factoid,,,1252,the city formerly called Gorky,Nizhny Novgorod,Singular,No
,Factoid,,,1253,the Christian-ish nonprofit about discouraging self-harm and self-injury est 2006 with a Kat Dennings movie,To Write Love on her Arms,Singular,No
,Factoid,,,1254,the brand new (May 2025) German Chancellor,Friedrich Merz,Singular,Yes
,Factoid,,,1255,the 2006 ambush shoulder rub in St Petersburg,Dubya to Chancellor Merkel,Singular,No
,Factoid,,,1256,the name of the Good Charlotte twins,Madden (Joel with Nicole Richie and Benji with Cameron Diaz),Singular,No
,Factoid,,,1257,"the ""Old Testament"" term coiner",Melito of Sardis (near Smyrna on the coast),Singular,Yes
,Factoid,,,1258,the prototypical Greek scientist,Thales of Miletus (also near Smyrna),Singular,Yes
,Factoid,,,1259,the national sport of Afghanistan with the goat,Buzkashi,Singular,No
,Factoid,,,1260,the 2 films for which Dianne Wiest won BSA Oscars,Hannah and Her Sisters ; Bullets Over Broadway,Plural,No
,Factoid,,,1261,the fictional Latin American country from Commando and Predator et al,Val Verde,Singular,No
,Factoid,,,1262,the Hawaiian grass scientific name Heteropogon contortus,pili,Singular,No
,Factoid,,,1263,the American playwright of Golden Boy and Waiting for Lefty,Clifford Odets,Singular,Yes
,Factoid,,,1264,the only guy to win 3 Solo Oscars for screenplays (Adapted and Original),"Sidney ""Paddy"" Cheyevsky (Marty, The Hospital, Network)",Singular,Yes
,Factoid,,,1265,the invasive Chinese bug that prefers the Tree of Heaven and is policed at home by the Parasitic Wasp,Spotted Lanternfly,Singular,No
,Factoid,,,1266,the 1998 film about a bird voiced by Jay Mohr,Paulie,Singular,No
,Factoid,,,1267,the Mitt Romney twitter alias,Pierre Delecto,Singular,No
,Factoid,,,1268,the Anthony Wiener twitter alias,Carlos Danger,Singular,No
,Factoid,,,1269,the Jason Momoa TV show about Hawaii,Chief of War,Singular,No
,Factoid,,,1270,the state Renee Zellweger was born in ,TX (Katy),Singular,No
,Factoid,,,1271,the person Renee Zellweger was married to and annulled from in 2005,Kenny Chesney,Singular,Yes
,Factoid,,,1272,the band behind the song Word Up!,Cameo,Singular,No
,Factoid,,,1273,the eponymous brand made by Newell Brands HQ'd in Atlanta,Sharpie,Singular,No
,Factoid,,,1274,the NZ name for a Sharpie,Vivid,Singular,No
,Factoid,,,1275,the term for brand-new NFL scores,Scorigami,Singular,No
,Factoid,,,1276,"the song that goes ""may the best of your todays be the worst of your tomorrows""",Have it All by Jason Mraz 2018,Singular,No
,Factoid,,,1277,the 17th Century Florentine expert on sharks,Lorenzini (of the Ampullae),Singular,Yes
,Factoid,,,1278,the playwright of Our American Cousin,Tom Taylor,Singular,Yes
,Factoid,,,1279,"the southwesternmost bit of Europe, where Nelson fought a battle",Cape St Vincent,Singular,No
,Factoid,,,1280,the Bourne movies secret assassin program,Treadstone,Singular,No
,Factoid,,,1281,the Cajun political strategist,James Carville,Singular,Yes
,Factoid,,,1282,James Carville's wife,Mary Matalin,Singular,Yes
,Factoid,,,1283,the nickname for AUS-American Atlanta Hawk Dyson Daniels,Great Barrier Thief,Singular,No
,Factoid,,,1284,the Happy Gilmore actress who was Claire Dunphy,Julie Bowen nee Luetkemeyer,Singular,Yes
,Factoid,,,1285,"the first ""trans woman"" to win a Grammy","Walter ""Wendy"" Carlos",Singular,Yes
,Factoid,,,1286,"the second ""trans woman"" to win a Grammy, after Walter Carlos","Tim ""Kim"" Petras",Singular,Yes
,Factoid,,,1287,the German singer of the studio albums Feed the Beast and Problematique (both 2023),"Tim ""Kim"" Petras",Singular,Yes
